allele,genbankNucleotideAccession,genbankProteinAccession,refseqNucleotideAccession,refseqProteinAccession,ncbiFamily,expectedPhenotype,class,subclass,extendedAnnotation,nodeId,geneFamily,tier,mrsnSuperFamily
,AF097644.1,AAD23953.1,,WP_107086997.1,pic_auto,Virulence,Virulence,,serine protease autotransporter toxin Pic,pic_auto,pic,4,pic
,AF138877.1,AAD25959.1,,WP_000389892.1,merR_Bc2,Other non-antimicrobial: Mercury,Other non-antimicrobial,Mercury,mercury resistance transcriptional regulator MerR2,merR_Bc2,merR2,4,mer
,AF114828.1,AAD27810.1,,WP_110996819.1,aafC,Virulence,Virulence,,aggregative adherence fimbria II usher protein AafC,aafC,aafC,4,aaf
,AF124202.1,AAD28042.1,,WP_063842627.1,blaEC,Beta-lactam: Penicillins (AmpC),Beta-lactam,Penicillins (AmpC),BlaEC family class C beta-lactamase,blaEC,blaEC,3,blaEC
,AF052225.1,AAD28079.1,,WP_131199601.1,hlyE,Virulence,Virulence,,hemolysin HlyE,hlyE,hlyE,4,hly
,AF145205.1,AAD30557.1,,WP_157140378.1,cseA,Virulence,Virulence,,C22 fimbrial major subunit CseA,cseA,cseA,4,cseA
,AF065404.1,AAD32414.1,,WP_000746486.1,pagA,Virulence,Virulence,,anthrax toxin protective antigen,pagA,pagA,4,pagA
,AF065404.1,AAD32423.1,,WP_000957312.1,atxA,Virulence,Virulence,,anthrax toxin expression trans-acting transcriptional regulator AtxA,atxA,atxA,4,atxA
,AF031417.2,AAD39553.1,,WP_014592249.1,ttgA,Not determined,Not determined,,toluene efflux RND transporter periplasmic adaptor subunit TtgA,ttgA,ttgA,4,ttg
,AF132087.1,AAD41788.1,,WP_000542912.1,plcR,Virulence,Virulence,,transcriptional regulator PlcR,plcR,plcR,4,plc
,AF161000.1,AAD43578.1,,WP_225394407.1,astA,Virulence,Virulence,,heat-stable enterotoxin EAST1,astA,astA,4,ast
,AF161001.1,AAD43579.1,,WP_263305223.1,astA,Virulence,Virulence,,heat-stable enterotoxin EAST1,astA,astA,4,ast
,AF128627.1,AAD44693.1,,WP_003689713.1,mtrA_Ngon,Not determined,Not determined,,efflux transporter MtrCDE transcriptional activator MtrA,mtrA_Ngon,mtrA,4,mtr
,AF141323.1,AAD44749.1,,WP_000750135.1,iucD,Virulence,Virulence,,NADPH-dependent L-lysine N(6)-monooxygenase IucD,iucD,iucD,4,iuc
,AF168355.1,AAD47284.1,,WP_004250201.1,terZ,Other non-antimicrobial: Tellurium,Other non-antimicrobial,Tellurium,tellurium resistance-associated protein TerZ,terZ,terZ,4,ter
,AF159462.2,AAD49229.2,,WP_001239084.1,efa1,Virulence,Virulence,,lymphostatin Efa1/LifA,efa1,efa1,4,efa1
,AF132910.1,AAD54074.1,,WP_017146881.1,farB,Not determined,Not determined,,fatty acid resistance MFS efflux transporter permease subunit FarB,farB,farB,4,farB
,AF116900.1,AAF03351.1,,WP_001443729.1,espF,Virulence,Virulence,,type III secretion system LEE effector EspF,espF,espF,4,esp
aac(6')-Iy,AF144880.1,AAF03531.1,,WP_000354853.1,aac(6')_Salmo,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iy,aac(6')-Iy,aac(6'),3,aac(6')
,AF188935.1,AAF13659.1,,WP_000239644.1,capE,Virulence,Virulence,,capsule biosynthesis protein CapE,capE,capE,4,cap
,AF188935.1,AAF13663.1,,WP_003159943.1,capB,Virulence,Virulence,,capsule biosynthesis protein CapB,capB,capB,4,cap
,AF147719.1,AAF14522.1,,WP_003113509.1,mexX,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit MexX,mexX,mexX,4,mex
,AF061937.1,AAF16681.1,,WP_019437728.1,srpS,Not determined,Not determined,,solvent efflux transporter transcriptional repressor SrpS,srpS,srpS,4,srp
,AF061937.1,AAF16682.1,,WP_019437727.1,srpR,Not determined,Not determined,,solvent efflux transporter antirepressor SrpR,srpR,srpR,4,srp
,AF116899.1,AAF23359.1,,WP_107686095.1,epsilon-1,Virulence,Virulence,,intimin type epsilon,epsilon-1,eae,4,epsilon
,AE002098.2,AAF40764.1,,WP_002224867.1,farB,Not determined,Not determined,,fatty acid resistance MFS efflux transporter permease subunit FarB,farB,farB,4,farB
,AE002098.2,AAF42063.1,,WP_002224968.1,mtrC,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit MtrC,mtrC,mtrC,4,mtr
,AF271719.1,AAF81760.1,,WP_009890822.1,bin_CdtA,Virulence,Virulence,,ADP-ribosylating binary toxin enzymatic subunit CdtA,bin_CdtA,cdtA,4,cdt
,AE003852.1,AAF94613.1,,WP_000593522.1,ctxB,Virulence,Virulence,,cholera enterotoxin binding subunit CtxB,ctxB,ctxB,4,ctx
,AE003852.1,AAF94614.1,,WP_001881225.1,ctxA,Virulence,Virulence,,cholera enterotoxin catalytic subunit CtxA,ctxA,ctxA,4,ctx
,AF289032.2,AAF98391.2,,WP_157140401.1,ibeA,Virulence,Virulence,,putative intracellular survival FAD-dependent oxidoreductase IbeA,ibeA,ibeA,4,ibeA
,AF291819.1,AAG01033.1,,WP_263305224.1,stxA2c,Virulence,Virulence,,Shiga toxin Stx2c subunit A,stxA2c,stxA2,4,stx
,AE004091.2,AAG05881.1,,WP_003103549.1,mexE,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit MexE,mexE,mexE,4,mex
,AF254667.1,AAG10695.1,,WP_032489815.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF255768.1,AAG16664.1,,WP_032489830.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF255769.1,AAG16667.1,,WP_263305225.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF255772.1,AAG16676.1,,WP_032489835.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF312031.1,AAG27731.1,,WP_011883895.1,norM-Burk,Not determined,Not determined,,multidrug efflux MATE transporter NorM,norM-Burk,norM,4,norM
,AF295088.1,AAG34504.1,,WP_000958124.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF297061.1,AAG37043.1,,WP_157140388.1,espC,Virulence,Virulence,,serine protease autotransporter toxin EspC,espC,espC,4,esp
,AF301618.1,AAG40758.1,,WP_263305226.1,tir,Virulence,Virulence,,type III secretion system LEE translocated intimin receptor Tir,tir,tir,4,tir
,AF307342.1,AAG42788.1,,WP_032489890.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AF305565.1,AAG53662.1,,WP_263305227.1,perA,Virulence,Virulence,,BFP system transcriptional regulator PerA,perA,perA,4,perA
,AE005174.2,AAG55141.1,,WP_000701340.1,nleC,Virulence,Virulence,,type III secretion system effector zinc metalloprotease NleC,nleC,nleC,4,nle
,AE005174.2,AAG55323.1,,WP_001223350.1,iha,Virulence,Virulence,,bifunctional siderophore receptor/adhesin Iha,iha,iha,4,iha
,AE005174.2,AAG56990.1,,WP_000022458.1,espJ,Virulence,Virulence,,type III secretion system effector ADP-ribosyltransferase EspJ,espJ,espJ,4,esp
,AE005174.2,AAG58695.1,,WP_010904943.1,lpfA1,Virulence,Virulence,,long polar fimbria major subunit LpfA1,lpfA1,lpfA1,4,lpf
,AE005174.2,AAG58814.1,,WP_000931693.1,espF,Virulence,Virulence,,type III secretion system LEE effector EspF,espF,espF,4,esp
,AE005174.2,AAG58818.1,,WP_001092000.1,espB,Virulence,Virulence,,type III secretion system LEE translocon pore-forming subunit EspB,espB,espB,4,esp
,AE005174.2,AAG58825.1,,WP_001301454.1,tir,Virulence,Virulence,,type III secretion system LEE translocated intimin receptor Tir,tir,tir,4,tir
,AF329248.1,AAG59626.1,,WP_001575489.1,spvD,Virulence,Virulence,,SPI-2 type III secretion system effector cysteine hydrolase SpvD,spvD,spvD,4,spvD
,AY009096.1,AAK09047.1,,WP_157140381.1,cswA,Virulence,Virulence,,CS12 fimbrial major subunit CswA,cswA,cswA,4,cswA
,AF238479.1,AAK15050.1,,WP_014859138.1,ttgR,Not determined,Not determined,,efflux transport transcriptional regulator TtgR,ttgR,ttgR,4,ttg
,AE005174.2,AAK16940.1,,WP_001025672.1,nleA,Virulence,Virulence,,type III secretion system effector NleA,nleA,nleA,4,nle
,AF325672.1,AAK17180.1,,WP_157140367.1,nfaE,Virulence,Virulence,,Dr family non-fimbrial adhesin I chaperone NfaE,nfaE,nfaE,4,nfaE
,AF348706.1,AAK18385.1,,WP_010921633.1,sepA,Virulence,Virulence,,serine protease autotransporter toxin SepA,sepA,sepA,4,sep
,AF348706.1,AAK18444.1,,WP_010921661.1,ipaD,Virulence,Virulence,,type III secretion system needle tip complex protein IpaD,ipaD,ipaD,4,ipa
,AY028790.1,AAK29747.1,,WP_000739296.1,stb,Virulence,Virulence,,heat-stable enterotoxin ST-II,stb,stb,4,stb
,AF354753.1,AAK40114.1,,WP_011816615.1,hreP,Virulence,Virulence,,subtilisin/kexin-like serine protease HreP,hreP,hreP,4,hreP
,AF333961.1,AAK48830.1,,WP_015272183.1,cadR,Other non-antimicrobial: Cadmium,Other non-antimicrobial,Cadmium,cadmium resistance transcriptional regulator CadR,cadR,cadR,4,cad
,AF375642.1,AAK56853.1,,WP_003251456.1,chrR_I,Other non-antimicrobial: Chromate,Other non-antimicrobial,Chromate,class I chromate reductase ChrR,chrR_I,chrR,4,chr
,AF329817.1,AAK66972.1,,WP_263305228.1,stxA2d,Virulence,Virulence,,Shiga toxin Stx2d subunit A,stxA2d,stxA2,4,stx
,AF336309.1,AAK69210.1,,WP_011117631.1,yopD,Virulence,Virulence,,type III secretion system translocon subunit YopD,yopD,yopD,4,yop
,AF336309.1,AAK69211.1,,WP_011117632.1,yopB,Virulence,Virulence,,type III secretion system translocon subunit YopB,yopB,yopB,4,yop
,HM626202.1,AAK69562.1,,WP_014003968.1,srpS,Not determined,Not determined,,solvent efflux transporter transcriptional repressor SrpS,srpS,srpS,4,srp
,AF296132.1,AAK97135.1,,WP_024170052.1,csaB,Virulence,Virulence,,CS4 pilus major pilin CsaB,csaB,csaB,4,csaB
,AF296132.1,AAK97136.1,,WP_115359093.1,cfaC,Virulence,Virulence,,CFA/I pilus usher protein CfaC,cfaC,cfaC,4,cfa
,AE007317.1,AAK99679.1,,WP_000136147.1,pmrA,Quinolone,Quinolone,,multidrug efflux MFS transporter PmrA,pmrA,pmrA,3,pmr
,AY048044.2,AAL05407.1,,WP_032491577.1,tcrB,Other non-antimicrobial: Copper,Other non-antimicrobial,Copper,copper-translocating P-type ATPase TcrB,tcrB,tcrB,4,tcr
,AF311901.1,AAL06376.1,,WP_012907112.1,tir,Virulence,Virulence,,type III secretion system LEE translocated intimin receptor Tir,tir,tir,4,tir
,AF311901.1,AAL06381.1,,WP_263305230.1,espA,Virulence,Virulence,,type III secretion system LEE translocon filament protein EspA,espA,espA,4,esp
,AF311901.1,AAL06387.1,,WP_012907101.1,espF,Virulence,Virulence,,type III secretion system LEE effector EspF,espF,espF,4,esp
,AF063590.3,AAL08400.1,,WP_004890951.1,mchF,Virulence,Virulence,,microcin H47 export transporter peptidase/ATP-binding subunit MchF,mchF,mchF,4,mch
,AF370885.1,AAL14441.1,,WP_000047249.1,adeC,Not determined,Not determined,,multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC,adeC,adeC,4,adeABC
,AY258503.2,AAL18821.1,,WP_011310094.1,epeA,Virulence,Virulence,,serine protease autotransporter EpeA,epeA,epeA,4,epeA
,AE006468.2,AAL19305.1,,WP_000673160.1,mdsB,Not determined,Not determined,,multidrug efflux RND transporter permease subunit MdsB,mdsB,mdsB,4,mds
,AE006468.2,AAL19306.1,,WP_001254844.1,mdsA,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit MdsA,mdsA,mdsA,4,mds
,AE006468.2,AAL19307.1,,WP_000083318.1,golT,"Other non-antimicrobial: Copper, Gold",Other non-antimicrobial,"Copper, Gold",gold/copper-translocating P-type ATPase GolT,golT,golT,4,gol
,AE006468.2,AAL19308.1,,WP_001020583.1,golS,Other non-antimicrobial: Gold,Other non-antimicrobial,Gold,Au(I) sensor transcriptional regulator GolS,golS,golS,4,gol
,AE006468.2,AAL19978.1,,WP_000877926.1,sodC1,Virulence,Virulence,,superoxide dismutase [Cu-Zn] SodC1,sodC1,sodC1,4,sod
aac(6')-Iaa,AE006468.2,AAL20537.1,,WP_000354865.1,aac(6')_Salmo,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaa,aac(6')-Iaa,aac(6'),3,aac(6')
,AE006468.2,AAL21040.1,,WP_010989041.1,sseK2,Virulence,Virulence,,type III secretion system effector arginine glycosyltransferase SseK2,sseK2,sseK2,4,sseK
,AE006468.2,AAL21411.1,,WP_000252220.1,sinH,Virulence,Virulence,,intimin-like inverse autotransporter SinH,sinH,sinH,4,sinH
,AE006468.2,AAL21745.1,,WP_010989068.1,avrA,Virulence,Virulence,,type III secretion system YopJ family effector AvrA,avrA,avrA,4,avrA
,AF399919.3,AAL26283.1,,WP_032491177.1,saa,Virulence,Virulence,,autoagglutinating adhesin Saa,saa,saa,4,saa
,AF438155.1,AAL31637.1,,WP_157140380.1,csnA,Virulence,Virulence,,CS20 fimbrial major subunit CsnA,csnA,csnA,4,csnA
,AF453441.1,AAL57562.1,,WP_263305231.1,efa1,Virulence,Virulence,,lymphostatin Efa1/LifA,efa1,efa1,4,efa1
,AF453441.1,AAL57565.1,,WP_000953025.1,nleB,Virulence,Virulence,,type III secretion system effector arginine glycosyltransferase NleB,nleB,nleB,4,nle
,AF386526.1,AAL72309.1,,WP_001034120.1,sepA,Virulence,Virulence,,serine protease autotransporter toxin SepA,sepA,sepA,4,sep
,AF386526.1,AAL72350.1,,WP_001028032.1,ipaD,Virulence,Virulence,,type III secretion system needle tip complex protein IpaD,ipaD,ipaD,4,ipa
,AY095209.1,AAM22256.1,,WP_001365055.1,stxA2_acd,Virulence,Virulence,,Shiga toxin Stx2 subunit A,stxA2_acd,stxA2,4,stx
,AE011190.1,AAM26117.1,,WP_001022097.1,lef,Virulence,Virulence,,anthrax toxin lethal factor,lef,lef,4,lef
,AE011191.1,AAM26219.1,,WP_003159952.1,capD,Virulence,Virulence,,capsule biosynthesis gamma-glutamyltransferase CapD,capD,capD,4,cap
,AE011191.1,AAM26220.1,,WP_001253155.1,capA,Virulence,Virulence,,capsular polyglutamate synthetase CapA,capA,capA,4,cap
,AE011191.1,AAM26221.1,,WP_000468007.1,capC,Virulence,Virulence,,capsular polyglutamate amide ligase/translocase CapC,capC,capC,4,cap
,AF461173.1,AAM70045.1,,WP_263305233.1,stxA2a,Virulence,Virulence,,Shiga toxin Stx2a subunit A,stxA2a,stxA2,4,stx
,AF461173.1,AAM70046.1,,,stxB2a,Virulence,Virulence,,Shiga toxin Stx2a subunit B,stxB2a,stxB2,4,stx
,AF411067.1,AAM88296.1,,WP_032490339.1,agg3C,Virulence,Virulence,,aggregative adherence fimbria 3 usher protein Agg3C,agg3C,agg3C,4,agg
,AF411067.1,AAM88297.1,,WP_001390764.1,agg3B,Virulence,Virulence,,aggregative adherence fimbria 3 minor subunit Agg3B,agg3B,agg3B,4,agg
,AF411067.1,AAM88298.1,,WP_032490340.1,agg3A,Virulence,Virulence,,aggregative adherence fimbria 3 major subunit Agg3A,agg3A,agg3A,4,agg
,AF411067.1,AAM88299.1,,WP_032488850.1,astA,Virulence,Virulence,,heat-stable enterotoxin EAST1,astA,astA,4,ast
,AF479828.1,AAM88302.1,,WP_001376437.1,stxA2d,Virulence,Virulence,,Shiga toxin Stx2d subunit A,stxA2d,stxA2,4,stx
,AF479828.1,AAM88303.1,,WP_000738080.1,stxB2c,Virulence,Virulence,,Shiga toxin Stx2c subunit B,stxB2c,stxB2,4,stx
,AF390440.1,AAM88668.1,,WP_076565591.1,cueA,Other non-antimicrobial: Copper,Other non-antimicrobial,Copper,copper resistance metal-translocating P1-type ATPase CueA,cueA,cueA,4,cueA
,AF524944.1,AAM90978.1,,WP_000738072.1,stxB2a,Virulence,Virulence,,Shiga toxin Stx2a subunit B,stxB2a,stxB2,4,stx
,AF483828.1,AAN03785.1,,WP_263305234.1,cnf1,Virulence,Virulence,,cytotoxic necrotizing factor CNF1,cnf1,cnf1,4,cnf
,AF483829.1,AAN03786.1,,WP_263305235.1,cnf1,Virulence,Virulence,,cytotoxic necrotizing factor CNF1,cnf1,cnf1,4,cnf
,AY040244.3,AAN04250.1,,WP_004200519.1,dpsA,Not determined,Not determined,,non-specific DNA-binding protein DpsA,dpsA,dpsA,4,dps
,AE014291.4,AAN29240.1,,WP_006189804.1,bepD,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit BepD,bepD,bepD,4,bep
,AE014291.4,AAN29241.1,,WP_006189806.1,bepE,Not determined,Not determined,,multidrug efflux RND transporter permease subunit BepE,bepE,bepE,4,bep
,AE014291.4,AAN29871.1,,WP_011068960.1,bepC,Not determined,Not determined,,multidrug efflux RND transporter outer membrane subunit BepC,bepC,bepC,4,bep
,AE014292.2,AAN33534.1,,WP_006191785.1,bepG,Not determined,Not determined,,multidrug efflux RND transporter permease subunit BepG,bepG,bepG,4,bep
,AE014292.2,AAN33535.1,,WP_004690093.1,bepF,Not determined,Not determined,,multidrug efflux RND transporter periplasmic adaptor subunit BepF,bepF,bepF,4,bep
,AY150843.2,AAN37537.1,,WP_005176633.1,yopJ_gen,Virulence,Virulence,,YopJ/YopP family T3SS effector serine/threonine acetyltransferase,yopJ_gen,yopJ,4,yop
,AY147867.2,AAN38824.2,,WP_116442900.1,adeE,Not determined,Not determined,,multidrug efflux RND transporter permease subunit AdeE,adeE,adeE,4,adeABC
,AE005674.2,AAN42986.1,,WP_011069360.1,ipaH3,Virulence,Virulence,,T3SS effector E3 ubiquitin-protein ligase IpaH3/Hc,ipaH3,ipaH3,4,ipa
,AE005674.2,AAN43435.1,,WP_005031414.1,ipaHd,Virulence,Virulence,,T3SS effector E3 ubiquitin-protein ligase IpaHd,ipaHd,ipaHd,4,ipa
,AE005674.2,AAN44449.1,,WP_001034110.1,sigA,Virulence,Virulence,,serine protease autotransporter toxin SigA,sigA,sigA,4,sigA
,AE005674.2,AAN45165.2,,WP_011069568.1,iutA,Virulence,Virulence,,ferric aerobactin receptor IutA,iutA,iutA,4,iutA
,AE015451.2,AAN67541.1,,WP_010952945.1,arsN1b,Other non-antimicrobial: Arsenic,Other non-antimicrobial,Arsenic,arsinothricin resistance N-acetyltransferase ArsN1 family B,arsN1b,arsN1,4,ars
,AE015451.2,AAN68576.1,,WP_010953868.1,mrdH,Other non-antimicrobial: Not determined,Other non-antimicrobial,Not determined,Ni(II)/Co(II) efflux transporter permease subunit MrdH,mrdH,mrdH,4,mrdH
,AE015451.2,AAN68577.1,,WP_010953869.1,mreA,Not determined,Not determined,,metal-sensing transcriptional repressor MreA,mreA,mreA,4,mreA
,AF449498.2,AAN76093.1,,WP_001222186.1,iroN,Virulence,Virulence,,siderophore salmochelin receptor IroN,iroN,iroN,4,iro
,AF500189.1,AAN77057.1,,WP_000649750.1,stxA2d,Virulence,Virulence,,Shiga toxin Stx2d subunit A,stxA2d,stxA2,4,stx
,AF500191.1,AAN77061.1,,WP_137560824.1,stxA2d,Virulence,Virulence,,Shiga toxin Stx2d subunit A,stxA2d,stxA2,4,stx
,AF500192.1,AAN77063.1,,WP_033801441.1,stxA2d,Virulence,Virulence,,Shiga toxin Stx2d subunit A,stxA2d,stxA2,4,stx
,AE014075.1,AAN78833.1,,WP_001045652.1,pic_auto,Virulence,Virulence,,serine protease autotransporter toxin Pic,pic_auto,pic,4,pic
,AE014075.1,AAN78874.1,,WP_001034006.1,vac_auto,Virulence,Virulence,,vacuolating autotransporter toxin Vat,vac_auto,vactox,4,vactox
,AE014075.1,AAN79707.1,,WP_001222189.1,iroN,Virulence,Virulence,,siderophore salmochelin receptor IroN,iroN,iroN,4,iro
,AE014075.1,AAN82058.1,,WP_001223352.1,iha,Virulence,Virulence,,bifunctional siderophore receptor/adhesin Iha,iha,iha,4,iha
,AE014075.1,AAN82073.1,,WP_001015709.1,iucC,Virulence,Virulence,,NIS family aerobactin synthetase IucC,iucC,iucC,4,iuc
,AE014075.1,AAN82074.1,,WP_001287497.1,iucB,Virulence,Virulence,,N(6)-hydroxylysine O-acetyltransferase IucB,iucB,iucB,4,iuc
,AE014075.1,AAN83596.1,,WP_000792545.1,ireA,Virulence,Virulence,,TonB-dependent siderophore receptor IreA,ireA,ireA,4,ireA
,AY163491.2,AAO17297.1,,WP_001045019.1,eatA,Virulence,Virulence,,serine protease autotransporter toxin EatA,eatA,eatA,4,eat
,AY168756.2,AAO18187.2,,WP_110092881.1,sdeB,Not determined,Not determined,,multidrug efflux RND transporter permease subunit SdeB,sdeB,sdeB,4,sde
,AY170851.1,AAO19475.1,,WP_000699959.1,stxA1d,Virulence,Virulence,,Shiga toxin Stx1d subunit A,stxA1d,stxA1,4,stx
,AY170851.1,AAO19476.1,,WP_000756806.1,stxB1d,Virulence,Virulence,,Shiga toxin Stx1d subunit B,stxB1d,stxB1,4,stx
,U72354.2,AAO49780.1,,WP_024086925.1,ttgD,Not determined,Not determined,,toluene efflux RND transporter periplasmic adaptor subunit TtgD,ttgD,ttgD,4,ttg
,AY223511.1,AAO66617.1,,WP_136749806.1,espA,Virulence,Virulence,,type III secretion system LEE translocon filament protein EspA,espA,espA,4,esp
,AF335469.1,AAO73846.1,,WP_268658009.1,fotA,Virulence,Virulence,,CS18 fimbrial major subunit FotA,fotA,fotA,4,fotA
,AY212780.1,AAO74585.1,,WP_000520494.1,hlyIIR,Virulence,Virulence,,hemolysin II regulator HlyIIR,hlyIIR,hlyIIR,4,hly
,AY237108.2,AAP03990.1,,WP_001360330.1,mchF,Virulence,Virulence,,microcin H47 export transporter peptidase/ATP-binding subunit MchF,mchF,mchF,4,mch
,AE016877.1,AAP07680.1,,WP_001252988.1,inhA2,Virulence,Virulence,,M6 family metalloprotease immune inhibitor InhA2,inhA2,inhA2,4,inhA
,AE016877.1,AAP08097.1,,WP_000830632.1,cytK2,Virulence,Virulence,,beta-channel forming cytolysin CytK2,cytK2,cytK2,4,cytk
,AE016877.1,AAP08785.1,,WP_001171994.1,nheC,Virulence,Virulence,,non-hemolytic enterotoxin NHE subunit C,nheC,nheC,4,nhe
,AE016877.1,AAP08924.1,,WP_000755498.1,entFM,Virulence,Virulence,,enterotoxin EntFM,entFM,entFM,4,entFM
,AE016877.1,AAP10046.1,,WP_000591980.1,hblB,Virulence,Virulence,,hemolytic enterotoxin HBL binding subunit HblB,hblB,hblB,4,hbl
,AE016877.1,AAP10047.1,,WP_000714434.1,hblD,Virulence,Virulence,,hemolytic enterotoxin HBL lytic component L1,hblD,hblD,4,hbl
,AE016877.1,AAP10048.1,,WP_000850151.1,hblC,Virulence,Virulence,,hemolytic enterotoxin HBL lytic component L2,hblC,hblC,4,hbl
,AE016877.1,AAP10457.1,,WP_000709367.1,hlyII,Virulence,Virulence,,hemolysin II HlyII,hlyII,hlyII,4,hly
,AE016877.1,AAP10686.1,,WP_000066288.1,plcA,Virulence,Virulence,,phosphatidylinositol diacylglycerol-lyase,plcA,plcA,4,plc
,AE014073.1,AAP18950.1,,WP_000827814.1,lpfA-O113,Virulence,Virulence,,long polar fimbria major subunit LpfA-O113,lpfA-O113,lpfA-O113,4,lpf
,AE016879.1,AAP24685.1,,WP_001253006.1,inhA2,Virulence,Virulence,,M6 family metalloprotease immune inhibitor InhA2,inhA2,inhA2,4,inhA
,AE016879.1,AAP24691.1,,WP_003287028.1,sph,Virulence,Virulence,,sphingomyelinase C,sph,sph,4,sph
,AE016879.1,AAP27127.1,,WP_000576719.1,alo,Virulence,Virulence,,anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo,alo,alo,4,alo
,AE016879.1,AAP27624.1,,WP_000095613.1,plcA,Virulence,Virulence,,phosphatidylinositol diacylglycerol-lyase,plcA,plcA,4,plc
,AY286000.1,AAP37403.1,,WP_001360677.1,stxA2g,Virulence,Virulence,,Shiga toxin Stx2g subunit A,stxA2g,stxA2,4,stx
,AY286000.1,AAP37404.1,,WP_000738083.1,stxB2g,Virulence,Virulence,,Shiga toxin Stx2g subunit B,stxB2g,stxB2,4,stx
